aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter
 ,"우장산아이파크,이편한세상",2008,개인, , ,111000,9,3,2025,중개거래,서울 강서구,59.98,16,1159,N, ,11500,개인,화곡동,17,1,2025-03,1
916동,마곡엠밸리9단지,2021,개인, , ,125000,14,3,2025,중개거래,서울 강서구,59.86,8,744,N,25.06.10,11500,개인,마곡동,4,0,2025-03,1
 ,주공3,1995,개인,25.03.21,O,83000,8,3,2025,중개거래,서울 강서구,58.14,8,688,N, ,11500,개인,등촌동,30,0,2025-03,1
213,방화그린,1993,개인, , ,33000,18,3,2025,중개거래,서울 강서구,33.6,2,839,N,25.06.13,11500,개인,방화동,32,0,2025-03,1
105동,e편한세상염창,2019,개인, , ,121000,10,3,2025,중개거래,서울 양천구,59.8873,20,309,N,25.06.23,11500,개인,염창동,6,1,2025-03,1
207,가양2단지(성지),1992,개인, , ,70000,6,3,2025,중개거래,서울 강서구,49.56,12,1461,N,25.05.20,11500,개인,가양동,33,0,2025-03,1
107,부영,1994,개인, , ,90500,5,3,2025,중개거래,서울 강서구,80.64,11,691-3,N,25.06.24,11500,개인,등촌동,31,0,2025-03,1
309,주공3,1995,개인, , ,80500,4,3,2025,중개거래,서울 강서구,58.14,10,688,N,25.04.30,11500,개인,등촌동,30,0,2025-03,1
148,화곡푸르지오,2002,개인, , ,104500,17,3,2025,중개거래,서울 강서구,84.914,10,1091,N,25.05.16,11500,개인,화곡동,23,0,2025-03,1
 ,마곡엠밸리10단지,2016,개인,25.04.25,O,136000,14,3,2025,중개거래,서울 강서구,84.89,10,747,N, ,11500,개인,마곡동,9,0,2025-03,1
1303동,마곡13단지힐스테이트마스터,2017,개인, , ,146000,8,3,2025,중개거래,"서울 강서구, 서울 용산구",84.9805,7,748,N,25.06.12,11500,개인,마곡동,8,0,2025-03,1
105,가양강나루현대,1999,개인, , ,89000,3,3,2025,중개거래,서울 강서구,59.76,18,448-1,N,25.06.23,11500,개인,가양동,26,1,2025-03,1
 ,향교,2003,개인, , ,30000,18,3,2025,중개거래,서울 강서구,53.34,6,251-5,N, ,11500,개인,가양동,22,0,2025-03,1
101,현대,1995,개인, , ,45000,5,3,2025,직거래, ,84.62,2,655-27,N,25.06.11,11500,개인,등촌동,30,0,2025-03,1
 ,등촌동아이파크,2004,개인,25.06.04,O,123000,10,3,2025,중개거래,서울 강서구,134.8836,9,715,N, ,11500,개인,등촌동,21,0,2025-03,1
 ,찬누리,2016,개인, , ,23000,17,3,2025,중개거래,서울 강서구,29.93,8,916-11,N,25.03.26,11500,개인,화곡동,9,0,2025-03,1
 ,가양2단지(성지),1992,개인,25.03.19,O,49000,7,3,2025,중개거래,서울 강서구,34.44,14,1461,N, ,11500,개인,가양동,33,0,2025-03,1
120,등촌동아이파크,2004,개인, , ,102500,6,3,2025,중개거래,서울 강서구,84.9958,19,715,N,25.07.28,11500,개인,등촌동,21,1,2025-03,1
1,NS파크APT,2018,개인, , ,26000,14,3,2025,중개거래,서울 강서구,28.91,4,1076-9,N,25.06.12,11500,개인,화곡동,7,0,2025-03,1
503,주공5,1995,개인, , ,75500,17,3,2025,중개거래,서울 강서구,58.14,14,695,N,25.06.27,11500,개인,등촌동,30,0,2025-03,1
 ,등촌동아이파크,2004,개인, , ,98000,10,3,2025,중개거래,"서울 강서구, 서울 양천구",84.9958,10,715,N, ,11500,개인,등촌동,21,0,2025-03,1
312,강변,1992,개인, , ,80000,5,3,2025,중개거래,"서울 강서구, 서울 양천구",49.5,13,1475,N,25.06.20,11500,개인,가양동,33,0,2025-03,1
103동,e편한세상염창,2019,개인, , ,125000,14,3,2025,중개거래,"서울 강서구, 서울 양천구",59.9812,11,309,N,25.06.30,11500,개인,염창동,6,0,2025-03,1
111,강서힐스테이트,2015,개인, , ,137000,8,3,2025,중개거래,서울 강서구,84.99,14,1165,N,25.06.13,11500,개인,화곡동,10,0,2025-03,1
 ,찬누리,2016,개인, , ,21400,8,3,2025,중개거래,서울 강서구,27.37,9,916-11,N,25.04.15,11500,개인,화곡동,9,0,2025-03,1
125,"우장산아이파크,이편한세상",2008,개인, , ,123000,14,3,2025,중개거래,서울 강서구,84.97,5,1159,N,25.06.27,11500,개인,화곡동,17,0,2025-03,1
148,화곡푸르지오,2002,개인, , ,98000,8,3,2025,중개거래,서울 양천구,84.914,1,1091,N,25.05.26,11500,개인,화곡동,23,0,2025-03,1
125,"우장산아이파크,이편한세상",2008,개인, , ,122500,10,3,2025,중개거래,서울 강서구,84.97,13,1159,N,25.05.07,11500,개인,화곡동,17,0,2025-03,1
203,가양2단지(성지),1992,개인, , ,70500,7,3,2025,중개거래,서울 강서구,49.56,12,1461,N,25.06.10,11500,개인,가양동,33,0,2025-03,1
204,가양2단지(성지),1992,개인, , ,49500,5,3,2025,중개거래,서울 강서구,34.44,5,1461,N,25.06.17,11500,개인,가양동,33,0,2025-03,1
 ,천우네오젠(693),2006,개인, , ,82000,3,3,2025,중개거래,서울 강서구,145.66,6,693,N,25.05.21,11500,개인,내발산동,19,0,2025-03,1
102,동아,1998,개인, , ,89500,11,3,2025,중개거래,서울 강서구,84.95,7,292,N,25.06.30,11500,개인,염창동,27,0,2025-03,1
1002,주공10,1995,개인, , ,76500,16,3,2025,중개거래,서울 강서구,58.14,12,702,N,25.05.30,11500,개인,등촌동,30,0,2025-03,1
105동,신마곡벽산블루밍,2020,개인, , ,65500,6,3,2025,중개거래,"서울 강서구, 서울 양천구",49.775,13,904,N,25.04.28,11500,개인,방화동,5,0,2025-03,1
104동,신마곡벽산블루밍,2020,개인, , ,94000,7,3,2025,중개거래,"서울 강서구, 서울 양천구",84.9184,12,904,N,25.04.28,11500,개인,방화동,5,0,2025-03,1
가,화곡동복지,1974,개인, , ,27900,13,3,2025,중개거래,서울 강서구,53.94,1,354-54,N,25.04.09,11500,개인,화곡동,51,0,2025-03,1
1513,마곡엠벨리(15단지),2014,개인, , ,122500,3,3,2025,중개거래,서울 강서구,59.79,8,751,N,25.06.12,11500,개인,마곡동,11,0,2025-03,1
1,강서크라운팰리스,2019,개인, , ,33500,9,3,2025,중개거래,서울 강서구,29.85,17,998-5,N,25.05.27,11500,개인,화곡동,6,1,2025-03,1
609,마곡엠밸리6단지,2014,개인, , ,147000,14,3,2025,중개거래,서울 강서구,84.88,5,743,N,25.06.05,11500,개인,마곡동,11,0,2025-03,1
707,마곡수명산파크7단지,2008,개인, , ,85800,15,3,2025,중개거래,서울 강서구,84.68,11,756,N,25.07.31,11500,개인,내발산동,17,0,2025-03,1
103,벽산,1999,개인, , ,78000,1,3,2025,중개거래,서울 강서구,84.97,2,429,N,25.05.30,11500,개인,마곡동,26,0,2025-03,1
 ,마곡수명산파크7단지,2008,개인,25.04.09,O,82500,14,3,2025,중개거래,서울 강서구,84.53,5,756,N, ,11500,개인,내발산동,17,0,2025-03,1
101동,가양역두산위브,2022,개인, , ,93000,7,3,2025,중개거래,서울 강서구,59.98,8,726,N,25.06.25,11500,개인,등촌동,3,0,2025-03,1
 ,한울밸리움,2020,개인, , ,36000,13,3,2025,중개거래,서울 강서구,24.94,9,274-18,N,25.03.31,11500,개인,염창동,5,0,2025-03,1
101,마곡금호어울림,2005,개인, , ,83300,14,3,2025,중개거래,서울 강서구,84.948,3,717,N,25.07.31,11500,개인,마곡동,20,0,2025-03,1
 ,동아,1998,개인,25.03.24,O,72700,14,3,2025,중개거래,서울 강서구,59.97,14,292,N, ,11500,개인,염창동,27,0,2025-03,1
1001,주공10,1995,개인, , ,76500,14,3,2025,중개거래,"경기 고양시 덕양구, 서울 강서구",58.14,5,702,N,25.05.26,11500,개인,등촌동,30,0,2025-03,1
102,강서쌍용예가,2014,개인, , ,87800,6,3,2025,중개거래,서울 강서구,59.9194,5,308,N,25.07.21,11500,개인,염창동,11,0,2025-03,1
101,강변월드메르디앙,2010,개인, , ,100000,14,3,2025,중개거래,서울 강서구,84.9102,14,240-1,N,25.04.25,11500,개인,염창동,15,0,2025-03,1
 ,강서힐스테이트,2015,개인, , ,148000,4,3,2025,중개거래,서울 강서구,128.81,8,1165,N, ,11500,개인,화곡동,10,0,2025-03,1
 ,우성(343-75),2000,개인, , ,64000,3,3,2025,중개거래,서울 강서구,89.85,2,343-75,N,25.05.15,11500,개인,화곡동,25,0,2025-03,1
104,가양강나루현대,1999,개인, , ,101500,8,3,2025,중개거래,서울 강서구,84.98,15,448-1,N,25.03.31,11500,개인,가양동,26,1,2025-03,1
101,현대1,1994,개인, , ,86000,7,3,2025,중개거래,서울 강서구,84.34,8,288,N,25.06.04,11500,개인,염창동,31,0,2025-03,1
306,마곡수명산파크3단지,2007,개인, , ,99800,13,3,2025,중개거래,서울 강서구,84.76,3,751,N,25.05.12,11500,개인,내발산동,18,0,2025-03,1
203,마곡수명산파크2단지,2007,개인, , ,117000,8,3,2025,중개거래,서울 강서구,84.82,5,741,N,25.06.30,11500,개인,내발산동,18,0,2025-03,1
203,"등촌1,2단지주공아파트",1994,개인, , ,52800,1,3,2025,중개거래,서울 강서구,41.85,15,687,N,25.05.16,11500,개인,등촌동,31,1,2025-03,1
301,강변,1992,개인, , ,52500,4,3,2025,중개거래,서울 강서구,34.44,7,1475,N,25.06.20,11500,개인,가양동,33,0,2025-03,1
134,우장산힐스테이트,2005,개인, , ,134000,7,3,2025,중개거래,서울 강서구,84.98,3,657,N,25.06.16,11500,개인,내발산동,20,0,2025-03,1
302,강변,1992,개인, , ,54000,11,3,2025,중개거래,서울 강서구,34.44,10,1475,N,25.05.26,11500,개인,가양동,33,0,2025-03,1
101,디아인스,2018,개인, , ,25500,13,3,2025,중개거래,서울 강서구,23.93,8,899-31,N,25.06.27,11500,개인,화곡동,7,0,2025-03,1
102,우장산동문디이스트,2023,개인, , ,90000,5,3,2025,중개거래,서울 강서구,74.03,7,765,N,25.06.04,11500,개인,내발산동,2,0,2025-03,1
101,방화3차우림필유,2005,개인, , ,80000,6,3,2025,중개거래,서울 강서구,99.62,3,546-1,N,25.06.02,11500,개인,방화동,20,0,2025-03,1
204,"등촌1,2단지주공아파트",1994,개인, , ,53000,1,3,2025,중개거래,서울 강서구,41.85,15,687,N,25.04.30,11500,개인,등촌동,31,1,2025-03,1
101,유니드,2005,개인, , ,61300,5,3,2025,중개거래,서울 강서구,73.51,4,712-2,N,25.06.10,11500,개인,내발산동,20,0,2025-03,1
102,태진아름,1995,개인, , ,81500,12,3,2025,중개거래,서울 강서구,84.81,5,676,N,25.05.29,11500,개인,등촌동,30,0,2025-03,1
 ,주공3,1995,개인,25.05.19,O,57400,4,3,2025,중개거래,서울 강서구,37.67,6,688,N, ,11500,개인,등촌동,30,0,2025-03,1
503,방화5,1994,개인, , ,42000,3,3,2025,중개거래,서울 강서구,33.18,12,814,N,25.05.02,11500,개인,방화동,31,0,2025-03,1
 ,무학,1999,개인,25.04.15,O,70500,8,3,2025,중개거래,서울 강서구,59.38,2,255,N, ,11500,개인,염창동,26,0,2025-03,1
501,주공5,1995,개인, , ,75000,8,3,2025,중개거래,서울 강서구,58.14,10,695,N,25.06.17,11500,개인,등촌동,30,0,2025-03,1
1003,주공10,1995,개인, , ,57000,12,3,2025,직거래, ,58.14,10,702,N,25.03.12,11500,개인,등촌동,30,0,2025-03,1
 ,"우장산아이파크,이편한세상",2008,개인, , ,133000,5,3,2025,중개거래,서울 강서구,101.65,2,1159,N, ,11500,개인,화곡동,17,0,2025-03,1
508,주공5,1995,개인, , ,56000,4,3,2025,중개거래,서울 강서구,37.67,14,695,N,25.04.04,11500,개인,등촌동,30,0,2025-03,1
 ,우장산힐스테이트,2005,개인,25.06.02,O,110500,4,3,2025,중개거래,서울 강서구,59.98,14,657,N, ,11500,개인,내발산동,20,0,2025-03,1
 ,마곡수명산파크7단지,2008,개인,25.03.24,O,85800,9,3,2025,중개거래,서울 강서구,84.68,8,756,N, ,11500,개인,내발산동,17,0,2025-03,1
130,"우장산아이파크,이편한세상",2008,개인, , ,106500,5,3,2025,중개거래,서울 강서구,59.98,15,1159,N,25.06.11,11500,개인,화곡동,17,1,2025-03,1
 ,마곡13단지힐스테이트마스터,2017,개인, , ,147500,8,3,2025,중개거래,서울 강서구,84.9881,13,748,N, ,11500,개인,마곡동,8,0,2025-03,1
 ,강서힐스테이트,2015,개인,25.04.14,O,115000,8,3,2025,중개거래,서울 강서구,59.99,15,1165,N, ,11500,개인,화곡동,10,1,2025-03,1
301,주공3,1995,개인, , ,83500,7,3,2025,중개거래,서울 강서구,58.14,10,688,N,25.05.16,11500,개인,등촌동,30,0,2025-03,1
101,우장산월드메르디앙,2005,개인, , ,83000,6,3,2025,중개거래,서울 강서구,84.4476,4,734,N,25.06.16,11500,개인,내발산동,20,0,2025-03,1
105,부영,1994,개인, , ,90300,8,3,2025,중개거래,서울 강서구,80.64,9,691-3,N,25.05.28,11500,개인,등촌동,31,0,2025-03,1
 ,수산동우,2005,개인, , ,55000,4,3,2025,중개거래,서울 강서구,84.32,2,1018-32,N,25.05.27,11500,개인,화곡동,20,0,2025-03,1
 ,마곡엠밸리7단지,2014,개인,25.06.18,O,170000,3,3,2025,중개거래,서울 강서구,84.91,12,743-4,N, ,11500,개인,마곡동,11,0,2025-03,1
106,동성,1995,개인, , ,95500,5,3,2025,중개거래,"경기 고양시 덕양구, 서울 강서구",101.88,9,691-1,N,25.05.29,11500,개인,등촌동,30,0,2025-03,1
 ,마곡엠밸리9단지,2021,개인,25.03.10,O,110000,10,3,2025,중개거래,서울 강서구,59.86,1,744,N, ,11500,개인,마곡동,4,0,2025-03,1
101,"우장산아이파크,이편한세상",2008,개인, , ,109000,10,3,2025,중개거래,서울 강서구,59.98,13,1159,N,25.04.30,11500,개인,화곡동,17,0,2025-03,1
607,가양6단지,1992,개인, , ,79500,1,3,2025,중개거래,서울 강서구,58.65,3,1485,N,25.05.02,11500,개인,가양동,33,0,2025-03,1
 ,팔라이스아파트먼트(915-8),2014,개인, , ,19300,2,3,2025,중개거래,서울 강서구,30.14,10,915-8,N,25.04.21,11500,개인,화곡동,11,0,2025-03,1
503,주공5,1995,개인, , ,76700,8,3,2025,중개거래,서울 강서구,58.14,9,695,N,25.03.21,11500,개인,등촌동,30,0,2025-03,1
507,마곡수명산파크5단지,2008,개인, , ,87000,2,3,2025,중개거래,서울 강서구,59.84,4,749,N,25.04.25,11500,개인,내발산동,17,0,2025-03,1
302,청솔,1994,개인, , ,49700,3,3,2025,중개거래,서울 강서구,49.2,11,832,N,25.05.13,11500,개인,방화동,31,0,2025-03,1
306,동아3,1999,개인, , ,90000,8,3,2025,중개거래,서울 강서구,84.87,17,258-1,N,25.06.13,11500,개인,염창동,26,1,2025-03,1
307,주공3,1995,개인, , ,85000,8,3,2025,중개거래,서울 강서구,58.14,7,688,N,25.05.13,11500,개인,등촌동,30,0,2025-03,1
402,마곡수명산파크4단지,2008,개인, , ,96000,9,3,2025,중개거래,서울 강서구,84.96,3,753,N,25.05.30,11500,개인,내발산동,17,0,2025-03,1
202,한강동아,1998,개인, , ,79000,7,3,2025,중개거래,서울 강서구,59.97,14,293,N,25.05.27,11500,개인,염창동,27,0,2025-03,1
407,마곡수명산파크4단지,2008,개인, , ,89500,4,3,2025,중개거래,서울 강서구,59.84,11,753,N,25.04.25,11500,개인,내발산동,17,0,2025-03,1
101,강서월드메르디앙,2006,개인, , ,82000,8,3,2025,중개거래,서울 강서구,84.8945,6,659-1,N,25.05.16,11500,개인,내발산동,19,0,2025-03,1
1206,마곡중앙하이츠아파트,1994,개인, , ,56000,9,3,2025,중개거래,서울 강서구,59.34,15,852,N,25.06.10,11500,개인,방화동,31,1,2025-03,1
602,가양6단지,1992,개인, , ,62000,1,3,2025,중개거래,서울 강서구,39.6,3,1485,N,25.05.02,11500,개인,가양동,33,0,2025-03,1
203,등촌동아이파크,2004,개인, , ,94600,1,3,2025,중개거래,서울 강서구,84.7556,15,715,N,25.05.16,11500,개인,등촌동,21,1,2025-03,1
1314동,마곡13단지힐스테이트마스터,2017,개인, , ,132000,8,3,2025,직거래, ,84.9881,15,748,N,25.04.24,11500,개인,마곡동,8,1,2025-03,1
104동,e편한세상염창,2019,개인, , ,133500,6,3,2025,중개거래,서울 강서구,74.2998,20,309,N,25.07.21,11500,개인,염창동,6,1,2025-03,1
 ,원흥타운,1996,개인, , ,49500,1,3,2025,중개거래,서울 강서구,83.7,6,1087-5,N,25.05.26,11500,개인,화곡동,29,0,2025-03,1
 ,방신서광,2003,개인,25.04.09,O,67500,5,3,2025,중개거래,서울 강서구,84.3819,2,871,N, ,11500,개인,방화동,22,0,2025-03,1
107,강서한강자이,2013,개인, , ,145000,6,3,2025,중개거래,서울 강서구,84.9903,17,1500,N,25.07.03,11500,개인,가양동,12,1,2025-03,1
 ,강서힐스테이트,2015,개인,25.03.24,O,133500,5,3,2025,중개거래,서울 강서구,84.99,13,1165,N, ,11500,개인,화곡동,10,0,2025-03,1
101,초록,1998,개인, , ,66300,7,3,2025,중개거래,서울 강서구,59.34,4,1139,N,25.03.07,11500,개인,화곡동,27,0,2025-03,1
1305동,마곡13단지힐스테이트마스터,2017,개인, , ,128000,2,3,2025,중개거래,서울 강서구,59.9825,7,748,N,25.04.11,11500,개인,마곡동,8,0,2025-03,1
 ,삼성한아름,1993,개인, , ,79500,4,3,2025,중개거래,서울 강서구,84.89,15,264-27,N,25.05.23,11500,개인,염창동,32,1,2025-03,1
102동,신마곡벽산블루밍,2020,개인, , ,79700,5,3,2025,중개거래,서울 강서구,59.7592,14,904,N,25.05.15,11500,개인,방화동,5,0,2025-03,1
 ,강서쌍용예가,2014,개인,25.04.10,O,89000,5,3,2025,중개거래,"서울 강서구, 서울 구로구",59.9194,5,308,N, ,11500,개인,염창동,11,0,2025-03,1
105,한솔솔파크,2005,개인, , ,105000,6,3,2025,중개거래,서울 강서구,84.87,8,716,N,25.04.21,11500,개인,마곡동,20,0,2025-03,1
506,방화5,1994,개인, , ,38800,1,3,2025,중개거래,서울 강서구,33.18,3,814,N,25.04.25,11500,개인,방화동,31,0,2025-03,1
 ,마곡현대아파트,1999,개인,25.03.27,O,75000,5,3,2025,중개거래,"경기 김포시, 서울 영등포구",84.95,3,1171,N, ,11500,개인,마곡동,26,0,2025-03,1
1,GMValley,2018,개인, , ,20000,3,3,2025,중개거래,서울 강서구,24.6,10,899-27,N,25.03.25,11500,개인,화곡동,7,0,2025-03,1
201,한사랑2삼성,1999,개인, , ,88500,1,3,2025,중개거래,"서울 강서구, 서울 구로구",84.96,11,634-2,N,25.06.02,11500,개인,등촌동,26,0,2025-03,1
 ,한양아이클래스,2013,개인, , ,7400,3,3,2025,중개거래,서울 강서구,13.79,7,926-5,N,25.03.18,11500,개인,화곡동,12,0,2025-03,1
304,주공3,1995,개인, , ,82000,3,3,2025,중개거래,서울 강서구,58.14,13,688,N,25.05.29,11500,개인,등촌동,30,0,2025-03,1
309,강변,1992,개인, , ,61000,3,3,2025,중개거래,서울 강서구,39.6,13,1475,N,25.04.15,11500,개인,가양동,33,0,2025-03,1
승윤노블리안아파트,마곡승윤노블리안아파트,2008,개인, , ,64000,3,3,2025,중개거래,서울 강서구,76.76,7,1360,N,25.06.11,11500,개인,마곡동,17,0,2025-03,1
