aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin,nearestElementaryDistance,nearestElementaryName,nearestMiddleDistance,nearestMiddleName,isSchoolPremium
105,동아,1998,개인, , ,72700,14,3,2025,중개거래,서울 강서구,59.97,14,292,N,25.07.21,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 292,0,37.5548515573392,126.873119215493,30~60,169.9799991587526,서울염경초등학교,137.64540825578183,염창중학교,True
 ,주공3,1995,개인, , ,83000,8,3,2025,중개거래,서울 강서구,58.14,8,688,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60,139.5977986133136,서울등명초등학교,251.74681000774885,등명중학교,True
610,가양6단지,1992,개인, , ,79500,8,3,2025,중개거래,서울 강서구,49.5,5,1485,N,25.05.23,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
 ,한진로즈힐,2004,개인,25.04.11,O,80500,24,3,2025,중개거래,서울 강서구,84.93,3,579,N, ,11500,개인,방화동,21,0,2025-03,1,서울 강서구,서울 강서구 방화동 579,0,37.5715416391155,126.81336525129,60~90,498.84547464089263,서울치현초등학교,650.8007233528942,방원중학교,True
1305동,마곡13단지힐스테이트마스터,2017,개인, , ,122000,24,3,2025,중개거래,서울 강서구,59.9825,3,748,N,25.05.29,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,30~60,399.2360025388204,서울공진초등학교,241.93127117723031,마곡하늬중학교,True
1513,마곡엠벨리(15단지),2014,개인, , ,119000,24,3,2025,중개거래,서울 강서구,59.79,4,751,N,25.05.29,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 751,1,37.556726750174,126.828076496675,30~60,481.53127848584774,서울공진초등학교,610.2655225279859,명덕여자중학교,True
1322동,마곡13단지힐스테이트마스터,2017,개인, , ,127000,15,3,2025,중개거래,서울 강서구,59.9825,12,748,N,25.07.25,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,30~60,399.2360025388204,서울공진초등학교,241.93127117723031,마곡하늬중학교,True
 ,일성스카이빌,2001,개인, , ,32000,15,3,2025,중개거래,서울 강서구,59.96,4,914-3,N,25.06.23,11500,개인,화곡동,24,0,2025-03,1,서울 강서구,서울 강서구 화곡동 914-3,1,37.5287942460564,126.845400642882,30~60,429.0458879122253,서울신강초등학교,570.0479332715403,양강중학교,True
307,동아3,1999,개인, , ,92000,21,3,2025,중개거래,서울 강서구,59.83,11,258-1,N,25.05.23,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60,495.30927108220317,서울염동초등학교,674.7036726064418,염창중학교,True
107,벽산,1999,개인, , ,71000,12,3,2025,중개거래,서울 강서구,59.98,13,429,N,25.06.04,11500,개인,마곡동,26,0,2025-03,1,서울 강서구,서울 강서구 마곡동 429,0,37.5757346149338,126.837836153319,30~60,633.7180281728191,서울양천초등학교,962.0293566404546,성재중학교,False
 ,메종드로제,2019,개인, , ,37000,24,3,2025,중개거래,서울 강서구,49.26,13,926-3,N,25.06.09,11500,개인,화곡동,6,0,2025-03,1,서울 강서구,서울 강서구 화곡동 926-3,1,37.5288171641919,126.842628497594,30~60,331.53372611856514,서울신강초등학교,754.9790161529061,양강중학교,True
제2,신동아,1995,개인, , ,61500,18,3,2025,중개거래,서울 강서구,59.4,12,796,N,25.06.10,11500,개인,방화동,30,0,2025-03,1,서울 강서구,서울 강서구 방화동 796,1,37.5701024996432,126.815959544966,30~60,283.70827361997453,서울송화초등학교,526.7350103595347,마곡중학교,True
130,강서힐스테이트,2015,개인, , ,133500,1,3,2025,중개거래,서울 강서구,84.99,13,1165,N,25.03.26,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
120,우장산힐스테이트,2005,개인, , ,148000,20,3,2025,중개거래,서울 강서구,101.87,2,657,N,25.04.25,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,90~120,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
127,"우장산아이파크,이편한세상",2008,개인, , ,127500,21,3,2025,중개거래,서울 강서구,84.97,17,1159,N,25.05.26,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
209,가양2단지(성지),1992,개인, , ,74000,18,3,2025,중개거래,서울 강서구,49.65,3,1461,N,25.06.04,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
106,염창1차한화꿈에그린,2005,개인, , ,132000,17,3,2025,중개거래,서울 강서구,84.93,20,281-22,N,25.06.30,11500,개인,염창동,20,1,2025-03,1,서울 강서구,서울 강서구 염창동 281-22,1,37.5481830295131,126.873143646461,60~90,439.8484262836114,서울염동초등학교,391.700788686823,양동중학교,True
101,현대,1993,개인, , ,69400,22,3,2025,중개거래,서울 강서구,84.99,1,793,N,25.06.10,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 793,1,37.5703736330423,126.814306445709,60~90,411.41721602268143,서울송화초등학교,672.2876932291817,마곡중학교,True
205,가양2단지(성지),1992,개인, , ,50700,13,3,2025,중개거래,서울 강서구,34.44,9,1461,N,25.05.16,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
103,강서한강자이,2013,개인, , ,153000,5,3,2025,중개거래,서울 강서구,102.9171,15,1500,N,25.05.15,11500,개인,가양동,12,1,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,90~120,310.1225798288576,서울탑산초등학교,470.2894416407788,성재중학교,True
102,염창1차한화꿈에그린,2005,개인, , ,113000,15,3,2025,중개거래,서울 강서구,59.94,11,281-22,N,25.07.15,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 281-22,1,37.5481830295131,126.873143646461,30~60,439.8484262836114,서울염동초등학교,391.700788686823,양동중학교,True
101,빛고을우방,1999,개인, , ,74500,19,3,2025,중개거래,서울 강서구,59.97,9,448-9,N,25.06.13,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-9,1,37.5601069146431,126.857950252379,30~60,239.5934196418308,서울가양초등학교,127.03594105308095,경서중학교,True
122,"우장산아이파크,이편한세상",2008,개인, , ,137000,13,3,2025,중개거래,서울 강서구,101.65,11,1159,N,25.07.07,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
205,가양2단지(성지),1992,개인, , ,50900,22,3,2025,중개거래,서울 강서구,34.44,8,1461,N,25.05.26,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
203,대동황토방2,2003,개인, , ,90000,23,3,2025,중개거래,서울 강서구,80.93,7,713,N,25.07.28,11500,개인,등촌동,22,0,2025-03,1,서울 강서구,서울 강서구 등촌동 713,1,37.5551770674789,126.862401758505,60~90,169.760101366068,서울백석초등학교,410.8056916133181,등촌중학교,True
111,"우장산아이파크,이편한세상",2008,개인, , ,125000,13,3,2025,중개거래,서울 강서구,84.97,6,1159,N,25.05.30,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
2,대림e편한세상,1992,개인, , ,68500,19,3,2025,중개거래,서울 강서구,84.84,6,361-1,N,25.06.02,11500,개인,화곡동,33,0,2025-03,1,서울 강서구,서울 강서구 화곡동 361-1,0,37.5336462319505,126.837356988102,60~90,176.68108531358604,서울월정초등학교,530.0544801780999,화원중학교,True
708,마곡수명산파크7단지,2008,개인, , ,85800,9,3,2025,중개거래,서울 강서구,84.68,8,756,N,25.06.30,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 756,0,37.5481491563284,126.822706623708,60~90,523.5145423873823,서울수명초등학교,128.2413598016902,수명중학교,True
1101동,마곡엠밸리11단지,2016,개인, , ,119500,15,3,2025,중개거래,서울 강서구,59.79,8,746,N,25.05.15,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 746,1,37.5595247359927,126.821123569828,30~60,239.67658303993915,서울공진초등학교,151.0916505505042,마곡하늬중학교,True
304,강변,1992,개인, , ,53000,8,3,2025,중개거래,서울 강서구,34.44,12,1475,N,25.04.11,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
1004,주공10,1995,개인, , ,58000,23,3,2025,중개거래,서울 강서구,37.67,8,702,N,25.05.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
607,가양6단지,1992,개인, , ,85700,3,3,2025,중개거래,서울 강서구,58.65,12,1485,N,25.05.29,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
106,강변힐스테이트,2005,개인, , ,110000,17,3,2025,중개거래,서울 강서구,84.99,3,299,N,25.04.04,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 299,1,37.5512518819948,126.874542960241,60~90,215.1384076888233,서울염동초등학교,415.68231165534934,염창중학교,True
214,방화그린,1993,개인, , ,41500,1,3,2025,중개거래,서울 강서구,39.76,7,839,N,25.04.30,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60,241.69726735105394,서울정곡초등학교,777.5305181791787,마곡중학교,True
1001,주공10,1995,개인, , ,75000,1,3,2025,중개거래,서울 강서구,58.14,4,702,N,25.05.23,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
106,화곡푸르지오,2002,개인, , ,111000,22,3,2025,중개거래,서울 강서구,125.021,3,1091,N,25.06.04,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1091,0,37.5446220190794,126.831442765438,120~150,321.1509165740397,서울강신초등학교,434.67325538813714,화곡중학교,True
 ,우장산롯데캐슬,2003,개인, , ,123200,22,3,2025,중개거래,서울 강서구,117.19,4,1145,N, ,11500,개인,화곡동,22,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1145,0,37.5556368030986,126.848318501804,90~120,488.6887008828377,서울등원초등학교,549.7779971750749,등원중학교,True
133,"우장산아이파크,이편한세상",2008,개인, , ,111000,21,3,2025,중개거래,서울 강서구,59.98,16,1159,N,25.05.30,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
102,일신건영휴먼빌,2004,개인, , ,77500,22,3,2025,중개거래,서울 강서구,59.984,11,1496,N,25.06.16,11500,개인,가양동,21,0,2025-03,1,서울 강서구,서울 강서구 가양동 1496,1,37.568917121163,126.842201078875,30~60,274.19337964784523,서울양천초등학교,290.3429304060559,성재중학교,True
507,주공5,1995,개인, , ,57000,10,3,2025,중개거래,서울 강서구,37.67,6,695,N,25.06.09,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 695,0,37.5604516606831,126.84486883674,30~60,225.1309535308755,서울등명초등학교,141.19359205432525,등명중학교,True
120,"우장산아이파크,이편한세상",2008,개인, , ,126000,4,3,2025,중개거래,서울 강서구,84.97,11,1159,N,25.04.30,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
 ,가양6단지,1992,개인,25.04.15,O,83500,4,3,2025,중개거래,서울 강서구,58.65,14,1485,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
106동,e편한세상염창,2019,개인, , ,145000,15,3,2025,중개거래,서울 강서구,84.9529,18,309,N,25.07.18,11500,개인,염창동,6,1,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,60~90,375.60350891434473,서울염동초등학교,193.25615921885807,양동중학교,True
110,강서힐스테이트,2015,개인, , ,107000,22,3,2025,중개거래,서울 강서구,59.99,1,1165,N,25.04.10,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
101,이너스내안에,2004,개인, , ,82000,11,3,2025,중개거래,서울 강서구,84.91,13,254-2,N,25.06.13,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
101,이너스내안에,2004,개인, , ,66300,11,3,2025,중개거래,서울 강서구,59.9,4,254-2,N,25.06.13,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,30~60,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
 ,마곡태승훼미리아파트,2005,개인, , ,61000,11,3,2025,중개거래,서울 강서구,80.25,7,1454,N,25.06.12,11500,개인,마곡동,20,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1454,1,37.5712848693104,126.819988379217,60~90,388.41285916015903,서울송화초등학교,379.62407679569816,마곡중학교,True
 ,가양6단지,1992,개인,25.04.23,O,73500,11,3,2025,중개거래,서울 강서구,49.5,10,1485,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
303,청솔,1994,개인, , ,55000,11,3,2025,중개거래,서울 강서구,49.2,3,832,N,25.06.12,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 832,1,37.5756309765944,126.812965285254,30~60,151.84318398546318,서울치현초등학교,419.3136610500135,방원중학교,True
 ,강서힐스테이트,2015,개인, , ,108000,16,3,2025,중개거래,서울 강서구,59.99,4,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
 ,강서힐스테이트,2015,개인,25.03.28,O,135000,8,3,2025,중개거래,서울 강서구,84.99,9,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
에이원아파트,에이원,2005,개인, , ,25800,10,3,2025,중개거래,서울 강서구,49.81,3,392-58,N,25.05.14,11500,개인,화곡동,20,0,2025-03,1,서울 강서구,서울 강서구 화곡동 392-58,1,37.5321947865444,126.849291684469,30~60,307.2596507041563,서울신정초등학교,754.0415829467448,화원중학교,True
113,우장산힐스테이트,2005,개인, , ,137000,13,3,2025,중개거래,서울 강서구,84.98,7,657,N,25.06.09,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,60~90,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
103,롯데캐슬,2005,개인, , ,128500,3,3,2025,중개거래,서울 강서구,84.9519,10,272-11,N,25.05.09,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 272-11,1,37.5507590570618,126.86835517972,60~90,281.8263487091466,서울염창초등학교,267.2169581170598,양동중학교,True
1202,마곡중앙하이츠아파트,1994,개인, , ,55000,21,3,2025,중개거래,서울 강서구,51.03,7,852,N,25.05.30,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
204,가양2단지(성지),1992,개인, , ,49000,12,3,2025,중개거래,서울 강서구,34.44,14,1461,N,25.05.23,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
207,가양2단지(성지),1992,개인, , ,71450,8,3,2025,중개거래,서울 강서구,49.56,6,1461,N,25.06.13,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
1204,마곡중앙하이츠아파트,1994,개인, , ,37800,20,3,2025,중개거래,서울 강서구,39.58,10,852,N,25.06.23,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
215,방화그린,1993,개인, , ,40500,14,3,2025,중개거래,서울 강서구,39.76,12,839,N,25.05.14,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60,241.69726735105394,서울정곡초등학교,777.5305181791787,마곡중학교,True
204,가양2단지(성지),1992,개인, , ,62000,10,3,2025,중개거래,서울 강서구,39.6,12,1461,N,25.05.08,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
 ,강서힐스테이트,2015,개인, , ,140500,10,3,2025,중개거래,서울 강서구,128.81,4,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,120~150,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
 ,가양강나루현대,1999,개인,25.04.28,O,89500,1,3,2025,중개거래,"서울 강서구, 서울 서초구",59.76,11,448-1,N, ,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,30~60,212.2597732587823,서울가양초등학교,88.37319482365415,경서중학교,True
202,한강동아,1998,개인, , ,79500,8,3,2025,중개거래,서울 강서구,59.97,7,293,N,25.06.20,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 293,0,37.5539729003829,126.874209750249,30~60,265.32305978348353,서울염동초등학교,219.97025608127365,염창중학교,True
103,삼정그린코아,2001,개인, , ,120000,7,3,2025,중개거래,서울 강서구,114.877,15,282,N,25.04.17,11500,개인,염창동,24,1,2025-03,1,서울 강서구,서울 강서구 염창동 282,1,37.5479652131545,126.874704745545,90~120,481.0061788602296,서울양화초등학교,531.0029849922167,양동중학교,True
516,마곡수명산파크5단지,2008,개인, , ,89700,3,3,2025,중개거래,"서울 강서구, 서울 마포구",59.76,10,749,N,25.05.08,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 749,0,37.5519895481685,126.827067848467,30~60,294.84324790860126,서울수명초등학교,411.75507841371024,덕원중학교,True
119,강서힐스테이트,2015,개인, , ,135000,9,3,2025,중개거래,서울 강서구,84.99,15,1165,N,25.05.30,11500,개인,화곡동,10,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
 ,성재센트리움아파트(343-35),2015,개인, , ,22600,7,3,2025,중개거래,서울 강서구,29.97,9,343-35,N,25.05.26,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 343-35,1,37.531551713971,126.84605623801,~30,601.5969613926933,서울신정초등학교,609.4537705351235,화원중학교,False
502,방화5,1994,개인, , ,40500,4,3,2025,중개거래,"서울 강서구, 서울 마포구",33.18,8,814,N,25.05.23,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60,369.0356671231582,서울삼정초등학교,241.13975698166942,방원중학교,True
 ,"우장산아이파크,이편한세상",2008,개인, , ,127500,11,3,2025,중개거래,서울 강서구,84.97,6,1159,N, ,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
 ,"우장산아이파크,이편한세상",2008,개인, , ,146000,5,3,2025,중개거래,서울 강서구,114.98,5,1159,N, ,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
103,우장산힐스테이트,2005,개인, , ,109000,18,3,2025,중개거래,서울 강서구,59.98,8,657,N,25.06.10,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
2,신동아,1995,개인, , ,67400,6,3,2025,중개거래,서울 강서구,59.82,10,289,N,25.06.04,11500,개인,염창동,30,0,2025-03,1,서울 강서구,서울 강서구 염창동 289,0,37.5551294880285,126.869050974189,30~60,190.83593449074172,서울염경초등학교,146.19929450410322,염경중학교,True
204,가양2단지(성지),1992,개인, , ,50000,15,3,2025,중개거래,서울 강서구,34.69,5,1461,N,25.05.07,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
109,가양강나루현대,1999,개인, , ,100800,8,3,2025,중개거래,서울 강서구,84.98,10,448-1,N,25.07.25,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,60~90,212.2597732587823,서울가양초등학교,88.37319482365415,경서중학교,True
202,가양2단지(성지),1992,개인, , ,59800,9,3,2025,중개거래,서울 강서구,39.6,13,1461,N,25.05.28,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
102,우성,1992,개인, , ,72000,8,3,2025,중개거래,서울 강서구,77.43,13,630-3,N,25.06.09,11500,개인,등촌동,33,0,2025-03,1,서울 강서구,서울 강서구 등촌동 630-3,1,37.55751251764,126.859701941934,60~90,491.8639860224688,서울백석초등학교,447.9327976880982,경서중학교,True
 ,"우장산아이파크,이편한세상",2008,개인, , ,111000,9,3,2025,중개거래,서울 강서구,59.98,16,1159,N, ,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
916동,마곡엠밸리9단지,2021,개인, , ,125000,14,3,2025,중개거래,서울 강서구,59.86,8,744,N,25.06.10,11500,개인,마곡동,4,0,2025-03,1,서울 강서구,서울 강서구 마곡동 744,0,37.5622669688172,126.81920602303,30~60,204.14408163985445,서울공항초등학교,388.6248807382378,공항중학교,True
 ,주공3,1995,개인,25.03.21,O,83000,8,3,2025,중개거래,서울 강서구,58.14,8,688,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60,139.5977986133136,서울등명초등학교,251.74681000774885,등명중학교,True
213,방화그린,1993,개인, , ,33000,18,3,2025,중개거래,서울 강서구,33.6,2,839,N,25.06.13,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60,241.69726735105394,서울정곡초등학교,777.5305181791787,마곡중학교,True
207,가양2단지(성지),1992,개인, , ,70000,6,3,2025,중개거래,서울 강서구,49.56,12,1461,N,25.05.20,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
107,부영,1994,개인, , ,90500,5,3,2025,중개거래,서울 강서구,80.64,11,691-3,N,25.06.24,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 691-3,0,37.5635578457422,126.843641011129,60~90,183.1686202822346,서울등양초등학교,374.60385491517957,등명중학교,True
309,주공3,1995,개인, , ,80500,4,3,2025,중개거래,서울 강서구,58.14,10,688,N,25.04.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60,139.5977986133136,서울등명초등학교,251.74681000774885,등명중학교,True
148,화곡푸르지오,2002,개인, , ,104500,17,3,2025,중개거래,서울 강서구,84.914,10,1091,N,25.05.16,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1091,0,37.5446220190794,126.831442765438,60~90,321.1509165740397,서울강신초등학교,434.67325538813714,화곡중학교,True
 ,마곡엠밸리10단지,2016,개인,25.04.25,O,136000,14,3,2025,중개거래,서울 강서구,84.89,10,747,N, ,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 747,1,37.5592884593333,126.81932504091,60~90,347.52680342689746,서울공진초등학교,192.28437456811307,마곡하늬중학교,True
1303동,마곡13단지힐스테이트마스터,2017,개인, , ,146000,8,3,2025,중개거래,"서울 강서구, 서울 용산구",84.9805,7,748,N,25.06.12,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,60~90,399.2360025388204,서울공진초등학교,241.93127117723031,마곡하늬중학교,True
105,가양강나루현대,1999,개인, , ,89000,3,3,2025,중개거래,서울 강서구,59.76,18,448-1,N,25.06.23,11500,개인,가양동,26,1,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,30~60,212.2597732587823,서울가양초등학교,88.37319482365415,경서중학교,True
